product_name,product_price,product_ram,product_display,product_camera,product_warranty,bettary,processor
"POCO C31 (Royal Blue, 64 GB)","9,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"1 Year Warranty for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,MediaTek G35 Processor
"POCO C31 (Shadow Gray, 64 GB)","9,499",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"1 Year Warranty for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,MediaTek Helio G35 Processor
"POCO M4 Pro (Cool Blue, 128 GB)","13,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor
"POCO C50 (Royal Blue, 32 GB)","5,749",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor"
"POCO C31 (Royal Blue, 32 GB)","8,499",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) HD+ Display,13MP + 2MP + 2MP | 5MP Front Camera,"1 Year Warranty for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,MediaTek Helio G35 Processor
"MOTOROLA e13 (Aurora Green, 64 GB)","7,799",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Unisoc T606 Processor
"POCO C55 (Power Black, 64 GB)","9,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
"POCO C55 (Cool Blue, 64 GB)","9,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
"POCO C55 (Power Black, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
Nokia 105 SS,"1,299",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,800 mAh Lithium Ion Battery,SC6531E Processor
"MOTOROLA e40 (Carbon Gray, 64 GB)","8,599",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,48MP + 2MP + 2MP | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,UNISOC T700 Processor
"Infinix SMART 7 (Emerald Green, 64 GB)","7,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor
"Infinix SMART 7 (Night Black, 64 GB)","7,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor
"Infinix SMART 7 (Azure Blue, 64 GB)","7,499",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,16.76 cm (6.6 inch) HD+ Display,13MP + AI Lens | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,6000 mAh Battery,Unisoc Spreadtrum SC9863A1 Processor
"MOTOROLA G32 (Mineral Gray, 128 GB)","11,999",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"realme C30 (Lake Blue, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"realme C30 (Bamboo Green, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"realme C30 (Denim Black, 32 GB)","5,999",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"MOTOROLA G32 (Satin Silver, 128 GB)","11,999",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"MOTOROLA g52 (Charcoal Grey, 64 GB)","10,999",4 GB RAM | 64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
"POCO C55 (Cool Blue, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
"realme C30 (Bamboo Green, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"realme C30 (Denim Black, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"POCO C55 (Forest Green, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
"MOTOROLA G32 (Satin Silver, 128 GB)","11,999",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Qualcomm Snapdragon 680 Processor
"MOTOROLA g52 (Charcoal Grey, 64 GB)","10,999",4 GB RAM | 64 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
"realme C30 (Denim Black, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"realme C30 (Bamboo Green, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"POCO C55 (Cool Blue, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
"realme C55 (Sunshower, 128 GB)","13,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Helio G88 Processor
"realme C55 (Rainy Night, 64 GB)","11,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Helio G88 Processor
Nokia 105 SS,"1,299",32 MB RAM | 32 MB ROM,4.5 cm (1.77 inch) QVGA Display,0MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Battery from the Date of Purchase,800 mAh Lithium Ion Battery,SC6531E Processor
"POCO C55 (Forest Green, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
"realme C30 (Lake Blue, 32 GB)","6,749",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"realme C55 (Rainy Night, 128 GB)","13,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Helio G88 Processor
"realme C55 (Sunshower, 64 GB)","10,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Helio G88 Processor
"realme C55 (Rainy Night, 64 GB)","10,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Helio G88 Processor
"MOTOROLA G62 5G (Frosted Blue, 128 GB)","15,999",6 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"APPLE iPhone 14 (Purple, 128 GB)","71,999",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"POCO C55 (Forest Green, 64 GB)","9,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
"POCO C55 (Power Black, 128 GB)","10,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.04 cm (6.71 inch) HD+ Display,50MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Mediatek Helio G85 Processor
"realme C55 (Sunshower, 64 GB)","11,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,64MP + 2MP | 8MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Battery,Helio G88 Processor
"MOTOROLA e13 (Cosmic Black, 64 GB)","7,799",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Unisoc T606 Processor
"MOTOROLA g31 (Meteorite Grey, 64 GB)","9,599",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.26 cm (6.4 inch) Full HD+ Display,50MP + 8MP + 2MP | 13MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh LiPo Battery,Mediatek Helio G85 Processor
"MOTOROLA G62 5G (Midnight Gray, 128 GB)","16,649",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)","5,549",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Lithium Ion Battery,Unisoc T612 Processor
"MOTOROLA g52 (Metallic White, 128 GB)","13,099",6 GB RAM | 128 GB ROM,16.76 cm (6.6 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Battery,Qualcomm Snapdragon 680 Processor
"MOTOROLA g72 (Meteorite Grey, 128 GB)","16,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.64 cm (6.55 inch) Full HD+ Display,108MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Battery,Mediatek Helio G99 Processor
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","15,990",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
"POCO M4 5G (Power Black, 64 GB)","12,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year Warranty for Handset and 6 Months for Accessories,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
"MOTOROLA e13 (Creamy White, 64 GB)","7,799",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Battery,Unisoc T606 Processor
"REDMI 10 (Pacific Blue, 64 GB)","9,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,17.02 cm (6.7 inch) HD+ Display,50MP + 2MP | 5MP Front Camera,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,6000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
"POCO C50 (Royal Blue, 32 GB)","6,549",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor"
"realme 10 Pro 5G (Nebula Blue, 128 GB)","19,999",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
"realme 10 Pro 5G (Dark Matter, 128 GB)","18,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
"realme 10 Pro 5G (Nebula Blue, 128 GB)","18,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
"POCO C50 (Country Green, 32 GB)","6,549",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Dual Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,5000 mAh Lithium Polymer Battery,"Mediatek Helio A22 Processor, Upto 2.0 GHz Processor"
"POCO M4 5G (Power Black, 128 GB)","14,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year Warranty for Handset and 6 Months for Accessories,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","14,490",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
"APPLE iPhone 14 (Midnight, 128 GB)","71,999",128 GB ROM,15.49 cm (6.1 inch) Super Retina XDR Display,12MP + 12MP | 12MP Front Camera,,"A15 Bionic Chip, 6 Core Processor Processor",1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"Infinix Hot 12 (7° Purple, 64 GB)","8,499",4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,6000 mAh Lithium-ion Polymer Battery,Meditek Helio G37 Processor
"Infinix Hot 12 (Polar Black, 64 GB)","8,499",4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,6000 mAh Lithium-ion Polymer Battery,Meditek Helio G37 Processor
"Infinix Hot 12 (Turquoise Cyan, 64 GB)","8,499",4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,6000 mAh Lithium-ion Polymer Battery,Meditek Helio G37 Processor
"Infinix Hot 12 (Exploratory Blue, 64 GB)","8,499",4 GB RAM | 64 GB ROM,17.32 cm (6.82 inch) HD+ Display,50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera,1 Year on Handset and 6 Months on Accessories,6000 mAh Lithium-ion Polymer Battery,Meditek Helio G37 Processor
"REDMI A1+ (Light Green, 32 GB)","6,999",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,16.56 cm (6.52 inch) HD+ Display,8MP Rear Camera | 5MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,5000 mAh Lithium Polymer Battery,Mediatek Helio A22 Processor
"POCO M4 Pro (Cool Blue, 64 GB)","12,999",6 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.33 cm (6.43 inch) Full HD+ AMOLED Display,64MP + 8MP + 2MP | 16MP Front Camera,"One Year for Handset, 6 Months for Accessories",5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor
"POCO M4 5G (Cool Blue, 64 GB)","12,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.71 cm (6.58 inch) Full HD+ Display,50MP + 2MP | 8MP Front Camera,1 Year Warranty for Handset and 6 Months for Accessories,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
"MOTOROLA G62 5G (Frosted Blue, 128 GB)","16,999",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 695 5G Processor
"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","14,490",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","14,490",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 2MP | 13MP Front Camera,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
"MOTOROLA G32 (Mineral Gray, 64 GB)","10,599",4 GB RAM | 64 GB ROM,16.64 cm (6.55 inch) Full HD+ Display,50MP + 8MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Polymer Battery,Qualcomm Snapdragon 680 Processor
"realme 10 Pro 5G (Hyperspace, 128 GB)","18,999",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,17.07 cm (6.72 inch) Full HD+ Display,108MP + 2MP | 16MP Front Camera,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,5000 mAh Battery,Qualcomm Snapdragon 695 5G Processor
"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)","10,999",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.76 cm (6.6 inch) Full HD+ Display,50MP + 5MP + 2MP | 8MP Front Camera,1 Year Warranty Provided By the Manufacturer from Date of Purchase,6000 mAh Lithium Ion Battery,Exynos 850 Processor
"MOTOROLA g22 (Cosmic Black, 64 GB)","9,599",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,16.51 cm (6.5 inch) HD+ Display,50MP + 8MP + 2MP + 2MP | 16MP Front Camera,1 Year on Handset and 6 Months on Accessories,5000 mAh Lithium Ion Battery,Mediatek Helio G37 Processor
